time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20060313:0100,-4.41,66.25,0.0,-0.0,0.0,202.35,2.21,106.0,103250.0
20060313:0200,-4.77,68.95,0.0,-0.0,0.0,201.25,2.21,106.0,103220.0
20060313:0300,-4.98,68.95,0.0,-0.0,0.0,200.3,2.28,104.0,103190.0
20060313:0400,-5.1,68.95,0.0,-0.0,0.0,200.3,2.34,103.0,103170.0
20060313:0500,-5.17,71.75,0.0,-0.0,0.0,199.7,2.34,103.0,103140.0
20060313:0600,-5.21,68.85,0.0,0.0,0.0,199.3,2.34,103.0,103160.0
20060313:0700,-4.5,78.05,129.0,435.55,55.0,202.2,2.07,99.0,103190.0
20060313:0800,-2.3,69.45,286.0,628.0,88.0,203.95,2.69,105.0,103180.0
20060313:0900,-0.77,61.65,434.0,765.22,100.0,206.5,2.97,110.0,103160.0
20060313:1000,0.56,50.65,539.0,809.2,114.0,210.55,3.24,113.0,103090.0
20060313:1100,1.65,45.0,594.0,809.81,128.0,212.5,3.24,114.0,103050.0
20060313:1200,2.5,43.45,610.0,839.39,120.0,216.55,3.03,111.0,102980.0
20060313:1300,3.08,47.3,562.0,796.97,124.0,220.4,2.9,107.0,102920.0
20060313:1400,3.22,49.25,475.0,768.02,110.0,225.45,2.9,103.0,102840.0
20060313:1500,3.23,49.25,333.0,604.13,112.0,224.1,3.17,100.0,102780.0
20060313:1600,2.92,51.15,193.0,555.21,66.0,223.3,3.17,99.0,102740.0
20060313:1700,1.65,59.8,38.0,218.05,22.0,222.15,2.48,89.0,102730.0
20060313:1800,-0.14,67.0,0.0,-0.0,0.0,223.15,2.76,82.0,102750.0
20060313:1900,-0.69,66.9,0.0,-0.0,0.0,223.15,3.03,92.0,102680.0
20060313:2000,-1.16,66.9,0.0,-0.0,0.0,220.4,2.97,96.0,102680.0
20060313:2100,-1.55,66.9,0.0,-0.0,0.0,224.3,2.69,99.0,102680.0
20060313:2200,-1.86,69.55,0.0,-0.0,0.0,228.15,2.62,101.0,102670.0
20060313:2300,-2.1,72.3,0.0,-0.0,0.0,228.15,2.69,107.0,102670.0
20060314:0000,-2.36,72.3,0.0,-0.0,0.0,224.5,2.69,113.0,102650.0
20060314:0100,-2.56,72.3,0.0,-0.0,0.0,225.35,2.48,118.0,102630.0
20060314:0200,-2.82,72.25,0.0,-0.0,0.0,223.7,2.41,118.0,102600.0
20060314:0300,-3.01,72.25,0.0,-0.0,0.0,224.85,2.48,118.0,102550.0
20060314:0400,-2.93,72.25,0.0,-0.0,0.0,236.65,2.41,118.0,102500.0
20060314:0500,-3.03,72.25,0.0,-0.0,0.0,233.75,2.28,118.0,102490.0
20060314:0600,-3.16,72.1,0.0,0.0,0.0,233.2,2.21,119.0,102510.0
20060314:0700,-2.91,78.3,134.0,437.38,57.0,215.95,1.93,132.0,102470.0
20060314:0800,-1.0,72.5,295.0,656.53,84.0,218.1,2.28,140.0,102470.0
20060314:0900,0.61,64.55,0.0,0.0,0.0,215.95,2.34,147.0,102450.0
20060314:1000,2.17,62.35,542.0,804.02,115.0,220.05,2.21,143.0,102400.0
20060314:1100,3.53,57.95,600.0,819.07,124.0,223.7,2.28,135.0,102360.0
20060314:1200,4.67,53.8,599.0,778.93,140.0,228.15,2.55,128.0,102300.0
20060314:1300,5.54,49.95,558.0,762.32,135.0,230.65,2.83,124.0,102220.0
20060314:1400,6.08,48.15,337.0,216.51,233.0,233.0,3.03,123.0,102150.0
20060314:1500,6.27,48.15,221.0,124.08,175.0,242.65,3.03,120.0,102100.0
20060314:1600,5.97,50.05,129.0,119.91,101.0,253.5,2.76,115.0,102080.0
20060314:1700,4.8,58.2,35.0,115.33,26.0,244.2,2.28,99.0,102070.0
20060314:1800,3.05,62.6,0.0,-0.0,0.0,258.75,2.62,86.0,102080.0
20060314:1900,2.36,64.9,0.0,-0.0,0.0,262.8,2.55,91.0,102060.0
20060314:2000,1.33,70.05,0.0,-0.0,0.0,250.6,2.69,96.0,102070.0
20060314:2100,0.45,69.95,0.0,-0.0,0.0,246.55,2.69,101.0,102060.0
20060314:2200,-0.04,72.65,0.0,-0.0,0.0,250.8,2.55,109.0,102060.0
20060314:2300,-0.48,75.55,0.0,-0.0,0.0,251.75,2.28,111.0,102060.0
20060315:0000,-1.03,78.5,0.0,-0.0,0.0,244.4,2.21,112.0,102050.0
20060315:0100,-1.49,78.5,0.0,-0.0,0.0,243.15,2.07,110.0,102060.0
20060315:0200,-1.88,81.65,0.0,-0.0,0.0,242.85,2.0,104.0,102050.0
20060315:0300,-2.11,81.55,0.0,-0.0,0.0,246.55,1.93,95.0,102020.0
20060315:0400,-2.19,81.55,0.0,-0.0,0.0,249.05,2.07,83.0,101980.0
20060315:0500,-2.25,81.55,0.0,-0.0,0.0,246.55,2.21,81.0,102000.0
20060315:0600,-2.12,78.35,0.0,0.0,0.0,252.15,2.28,79.0,102030.0
20060315:0700,-1.2,78.5,132.0,373.21,64.0,255.25,1.93,78.0,102020.0
20060315:0800,0.13,72.65,298.0,638.18,89.0,247.5,2.28,73.0,102070.0
20060315:0900,1.74,70.1,446.0,769.25,101.0,251.6,2.62,69.0,102090.0
20060315:1000,3.45,65.1,550.0,813.86,113.0,243.25,3.03,66.0,102100.0
20060315:1100,4.97,58.3,608.0,828.17,122.0,246.95,3.38,66.0,102110.0
20060315:1200,5.96,56.2,617.0,832.28,122.0,251.6,3.59,63.0,102060.0
20060315:1300,6.51,52.2,569.0,790.84,126.0,254.3,3.72,58.0,102050.0
20060315:1400,6.64,52.2,476.0,735.43,119.0,259.5,3.86,54.0,102030.0
20060315:1500,6.35,54.15,298.0,383.35,154.0,254.3,3.93,52.0,102000.0
20060315:1600,5.83,56.2,158.0,239.23,101.0,253.7,3.86,53.0,102020.0
20060315:1700,4.78,60.5,47.0,266.08,25.0,237.45,3.31,50.0,102050.0
20060315:1800,3.05,65.1,0.0,-0.0,0.0,230.85,3.24,47.0,102080.0
20060315:1900,1.94,67.5,0.0,-0.0,0.0,228.35,3.38,47.0,102110.0
20060315:2000,0.99,72.85,0.0,-0.0,0.0,225.65,3.52,50.0,102140.0
20060315:2100,0.19,78.65,0.0,-0.0,0.0,224.5,3.59,55.0,102180.0
20060315:2200,-0.51,78.6,0.0,-0.0,0.0,221.6,3.52,56.0,102210.0
20060315:2300,-1.11,81.7,0.0,-0.0,0.0,220.2,3.31,56.0,102210.0
20060316:0000,-1.56,78.5,0.0,-0.0,0.0,218.3,3.1,53.0,102240.0
20060316:0100,-1.89,81.65,0.0,-0.0,0.0,218.2,3.03,49.0,102230.0
20060316:0200,-1.97,81.65,0.0,-0.0,0.0,225.85,3.03,46.0,102230.0
20060316:0300,-1.9,81.65,0.0,-0.0,0.0,233.0,3.1,45.0,102210.0
20060316:0400,-1.69,84.95,0.0,-0.0,0.0,244.2,3.17,45.0,102200.0
20060316:0500,-1.32,81.7,0.0,-0.0,0.0,261.25,3.17,46.0,102220.0
20060316:0600,-1.08,85.0,0.0,0.0,0.0,266.5,3.24,49.0,102260.0
20060316:0700,0.14,85.1,65.0,15.93,62.0,291.85,3.17,52.0,102290.0
20060316:0800,0.77,81.9,85.0,0.0,85.0,288.15,4.55,64.0,102320.0
20060316:0900,1.62,70.1,224.0,46.21,203.0,289.5,4.55,70.0,102340.0
20060316:1000,1.8,70.1,134.0,0.0,134.0,305.95,4.34,68.0,102330.0
20060316:1100,2.35,67.5,123.0,0.0,123.0,303.25,4.34,65.0,102340.0
20060316:1200,2.79,65.0,101.0,0.0,101.0,305.2,4.28,62.0,102330.0
20060316:1300,3.15,62.6,108.0,0.0,108.0,306.15,4.34,61.0,102310.0
20060316:1400,3.31,62.6,98.0,0.0,98.0,308.5,4.28,60.0,102290.0
20060316:1500,3.37,62.6,77.0,0.0,77.0,304.05,4.41,58.0,102260.0
20060316:1600,3.12,60.15,100.0,28.81,93.0,306.55,4.34,58.0,102250.0
20060316:1700,2.8,62.5,26.0,22.91,24.0,308.65,4.0,56.0,102250.0
20060316:1800,2.25,64.9,0.0,-0.0,0.0,301.3,3.79,53.0,102290.0
20060316:1900,1.6,70.1,0.0,-0.0,0.0,298.8,3.52,52.0,102340.0
20060316:2000,1.23,72.85,0.0,-0.0,0.0,289.9,3.45,52.0,102360.0
20060316:2100,1.05,72.85,0.0,-0.0,0.0,293.2,3.38,52.0,102380.0
20060316:2200,0.92,72.85,0.0,-0.0,0.0,294.75,3.38,51.0,102400.0
20060316:2300,0.62,75.7,0.0,-0.0,0.0,284.5,3.45,52.0,102390.0
20060317:0000,0.45,75.7,0.0,-0.0,0.0,285.45,3.38,53.0,102380.0
20060317:0100,0.19,78.65,0.0,-0.0,0.0,276.85,3.31,54.0,102360.0
20060317:0200,-0.02,81.8,0.0,-0.0,0.0,270.35,3.17,55.0,102350.0
20060317:0300,-0.19,85.05,0.0,-0.0,0.0,266.85,3.17,54.0,102330.0
20060317:0400,-0.42,85.05,0.0,-0.0,0.0,258.55,3.24,55.0,102320.0
20060317:0500,-0.64,88.4,0.0,-0.0,0.0,253.3,3.31,56.0,102340.0
20060317:0600,-0.92,88.4,6.0,0.0,6.0,246.55,3.24,57.0,102370.0
20060317:0700,0.0,88.45,82.0,41.12,74.0,255.25,3.03,58.0,102380.0
20060317:0800,1.36,81.95,230.0,229.61,152.0,243.85,4.69,68.0,102400.0
20060317:0900,2.43,73.0,402.0,516.86,164.0,260.85,4.55,69.0,102430.0
20060317:1000,3.05,67.7,412.0,278.88,259.0,292.05,4.55,68.0,102430.0
20060317:1100,3.46,65.2,463.0,304.28,281.0,311.2,4.48,67.0,102430.0
20060317:1200,4.0,65.3,229.0,6.6,225.0,312.35,4.41,64.0,102370.0
20060317:1300,4.4,65.3,157.0,0.0,157.0,313.1,4.34,62.0,102320.0
20060317:1400,4.42,65.3,130.0,0.0,130.0,312.35,4.34,58.0,102270.0
20060317:1500,4.24,65.3,107.0,0.0,107.0,313.1,4.21,54.0,102220.0
20060317:1600,3.88,67.8,87.0,12.11,84.0,311.55,4.14,51.0,102200.0
20060317:1700,3.34,70.4,30.0,32.63,27.0,310.05,3.79,48.0,102200.0
20060317:1800,2.69,70.3,0.0,-0.0,0.0,311.2,3.93,52.0,102220.0
20060317:1900,1.71,72.95,0.0,-0.0,0.0,305.2,4.21,55.0,102220.0
20060317:2000,1.28,72.85,0.0,-0.0,0.0,298.6,4.07,56.0,102220.0
20060317:2100,1.05,70.05,0.0,-0.0,0.0,297.85,3.93,56.0,102210.0
20060317:2200,0.91,72.75,0.0,-0.0,0.0,295.1,3.93,58.0,102210.0
20060317:2300,0.9,69.95,0.0,-0.0,0.0,299.0,3.93,61.0,102160.0
20060318:0000,0.81,69.95,0.0,-0.0,0.0,291.05,3.86,64.0,102160.0
20060318:0100,0.8,69.95,0.0,-0.0,0.0,295.05,3.86,64.0,102120.0
20060318:0200,0.66,72.75,0.0,-0.0,0.0,289.3,3.79,64.0,102110.0
20060318:0300,0.38,75.6,0.0,-0.0,0.0,277.9,3.86,64.0,102060.0
20060318:0400,0.22,75.6,0.0,-0.0,0.0,279.85,3.93,64.0,102050.0
20060318:0500,-0.2,78.6,0.0,-0.0,0.0,262.2,4.07,64.0,102040.0
20060318:0600,-0.79,81.7,13.0,73.03,10.0,238.6,4.07,64.0,102040.0
20060318:0700,0.0,81.8,151.0,413.51,68.0,239.2,3.93,66.0,102020.0
20060318:0800,1.25,75.75,314.0,639.09,93.0,246.15,5.03,68.0,102020.0
20060318:0900,2.65,70.3,446.0,696.76,121.0,256.6,5.52,75.0,102040.0
20060318:1000,3.72,67.8,564.0,809.85,115.0,270.75,5.24,72.0,101990.0
20060318:1100,4.95,65.4,621.0,823.2,124.0,276.75,5.24,71.0,101950.0
20060318:1200,6.16,60.85,640.0,860.82,114.0,284.3,5.24,72.0,101910.0
20060318:1300,6.94,61.0,584.0,798.85,124.0,276.75,5.24,70.0,101800.0
20060318:1400,7.46,61.1,493.0,757.26,114.0,271.3,5.24,69.0,101760.0
20060318:1500,7.25,61.1,369.0,702.25,95.0,270.35,5.24,64.0,101720.0
20060318:1600,6.66,63.35,214.0,562.62,72.0,265.1,5.1,60.0,101710.0
20060318:1700,5.64,68.2,58.0,290.06,30.0,261.05,4.55,54.0,101680.0
20060318:1800,4.06,73.4,0.0,-0.0,0.0,245.75,4.34,53.0,101690.0
20060318:1900,2.93,79.0,0.0,-0.0,0.0,242.85,4.21,57.0,101650.0
20060318:2000,1.99,82.05,0.0,-0.0,0.0,237.85,3.93,57.0,101650.0
20060318:2100,1.22,85.2,0.0,-0.0,0.0,236.3,3.66,55.0,101650.0
20060318:2200,0.54,88.5,0.0,-0.0,0.0,233.4,3.38,54.0,101650.0
20060318:2300,-0.04,88.45,0.0,-0.0,0.0,232.05,3.1,53.0,101640.0
20060319:0000,-0.49,91.95,0.0,-0.0,0.0,232.4,3.03,52.0,101640.0
20060319:0100,-0.78,91.95,0.0,-0.0,0.0,235.05,2.83,53.0,101600.0
20060319:0200,-1.18,91.95,0.0,-0.0,0.0,228.15,2.69,51.0,101570.0
20060319:0300,-1.49,88.4,0.0,-0.0,0.0,228.55,2.76,47.0,101530.0
20060319:0400,-1.69,91.9,0.0,-0.0,0.0,229.5,2.83,46.0,101490.0
20060319:0500,-1.87,88.35,0.0,-0.0,0.0,228.35,2.9,47.0,101450.0
20060319:0600,-2.05,88.35,9.0,0.0,9.0,225.85,2.83,47.0,101440.0
20060319:0700,-1.44,91.95,73.0,14.5,70.0,230.85,2.62,47.0,101430.0
20060319:0800,-0.08,95.6,120.0,5.68,118.0,273.85,3.03,51.0,101440.0
20060319:0900,1.48,85.25,141.0,0.0,141.0,268.05,3.03,51.0,101450.0
20060319:1000,2.99,82.2,149.0,0.0,149.0,282.55,3.1,52.0,101410.0
20060319:1100,4.62,76.3,284.0,26.26,268.0,293.2,3.17,50.0,101370.0
20060319:1200,6.15,70.95,627.0,783.57,144.0,271.7,3.31,47.0,101320.0
20060319:1300,7.36,68.5,591.0,796.92,128.0,244.05,3.45,46.0,101240.0
20060319:1400,8.01,63.7,503.0,769.61,114.0,243.65,3.52,44.0,101180.0
20060319:1500,8.1,63.7,382.0,734.24,92.0,247.5,3.59,43.0,101130.0
20060319:1600,7.74,66.05,223.0,595.2,70.0,254.3,3.59,44.0,101110.0
20060319:1700,6.81,71.05,64.0,326.35,31.0,262.6,2.97,42.0,101090.0
20060319:1800,5.34,76.4,0.0,-0.0,0.0,270.75,2.83,43.0,101110.0
20060319:1900,3.56,82.25,0.0,-0.0,0.0,249.85,2.69,47.0,101110.0
20060319:2000,2.92,88.65,0.0,-0.0,0.0,263.0,2.55,50.0,101120.0
20060319:2100,2.56,88.65,0.0,-0.0,0.0,271.9,2.48,52.0,101140.0
20060319:2200,2.25,92.1,0.0,-0.0,0.0,270.95,2.48,54.0,101140.0
20060319:2300,1.99,92.1,0.0,-0.0,0.0,270.75,2.34,56.0,101130.0
20060320:0000,1.83,95.65,0.0,-0.0,0.0,276.55,2.21,55.0,101140.0
20060320:0100,1.58,95.65,0.0,-0.0,0.0,273.15,2.14,53.0,101130.0
20060320:0200,1.56,95.65,0.0,-0.0,0.0,282.55,2.14,52.0,101110.0
20060320:0300,1.41,99.35,0.0,-0.0,0.0,279.45,2.14,53.0,101050.0
20060320:0400,1.31,99.35,0.0,-0.0,0.0,282.35,2.07,53.0,101010.0
20060320:0500,1.1,95.65,0.0,-0.0,0.0,278.5,2.0,52.0,101010.0
20060320:0600,1.22,95.65,11.0,0.0,11.0,294.55,1.86,54.0,101000.0
20060320:0700,2.18,92.1,81.0,23.47,76.0,288.95,1.79,58.0,101020.0
20060320:0800,3.11,82.2,148.0,19.55,141.0,300.75,2.76,58.0,101040.0
20060320:0900,3.82,79.15,215.0,25.09,203.0,290.5,2.76,53.0,101040.0
20060320:1000,4.9,76.3,191.0,1.77,190.0,287.2,2.76,52.0,101010.0
20060320:1100,5.87,73.65,214.0,1.63,213.0,289.3,2.69,47.0,100990.0
20060320:1200,6.91,68.4,234.0,4.83,231.0,282.55,2.69,43.0,100940.0
20060320:1300,7.67,66.05,0.0,0.0,0.0,283.9,2.76,37.0,100900.0
20060320:1400,8.1,66.15,293.0,90.13,247.0,285.65,2.9,34.0,100850.0
20060320:1500,8.14,66.15,200.0,55.04,178.0,286.6,3.1,33.0,100810.0
20060320:1600,7.86,66.05,217.0,512.04,83.0,287.95,3.24,34.0,100800.0
20060320:1700,7.24,68.5,62.0,246.0,36.0,291.45,2.97,33.0,100800.0
20060320:1800,6.12,70.95,0.0,-0.0,0.0,289.9,2.83,32.0,100820.0
20060320:1900,4.56,73.45,0.0,-0.0,0.0,283.5,2.83,38.0,100870.0
20060320:2000,4.26,76.25,0.0,-0.0,0.0,294.55,3.17,38.0,100890.0
20060320:2100,3.85,76.15,0.0,-0.0,0.0,291.05,3.45,40.0,100930.0
20060320:2200,3.24,76.1,0.0,-0.0,0.0,281.0,3.72,41.0,100950.0
20060320:2300,2.84,76.0,0.0,-0.0,0.0,292.6,4.0,43.0,100940.0
20060321:0000,2.15,75.95,0.0,-0.0,0.0,274.4,4.14,43.0,100940.0
20060321:0100,1.7,75.85,0.0,-0.0,0.0,278.4,4.07,44.0,100920.0
20060321:0200,1.24,75.75,0.0,-0.0,0.0,268.6,3.93,44.0,100890.0
20060321:0300,0.91,75.7,0.0,-0.0,0.0,267.85,3.86,44.0,100860.0
20060321:0400,0.62,72.75,0.0,-0.0,0.0,267.85,3.79,43.0,100820.0
20060321:0500,0.56,72.75,0.0,-0.0,0.0,279.85,3.86,43.0,100830.0
20060321:0600,0.42,75.6,14.0,16.74,13.0,276.15,3.93,43.0,100840.0
20060321:0700,0.74,75.7,108.0,82.1,90.0,270.75,3.38,41.0,100880.0
20060321:0800,1.47,70.1,170.0,41.2,155.0,281.2,4.07,45.0,100920.0
20060321:0900,2.16,62.35,223.0,30.98,208.0,282.95,5.1,51.0,100920.0
20060321:1000,2.82,60.05,393.0,192.41,283.0,292.6,4.76,49.0,100890.0
20060321:1100,3.69,57.95,516.0,394.9,271.0,291.25,4.55,46.0,100880.0
20060321:1200,4.35,55.85,557.0,499.16,244.0,290.85,4.48,43.0,100870.0
20060321:1300,5.03,53.9,513.0,466.85,237.0,288.55,4.41,40.0,100810.0
20060321:1400,5.37,53.9,376.0,256.17,244.0,283.9,4.41,38.0,100800.0
20060321:1500,5.55,51.95,254.0,158.23,190.0,286.05,4.55,37.0,100760.0
20060321:1600,5.23,51.8,106.0,22.53,100.0,281.6,4.41,37.0,100740.0
20060321:1700,4.74,53.8,39.0,36.28,35.0,282.15,3.72,34.0,100760.0
20060321:1800,3.98,55.85,0.0,-0.0,0.0,284.3,3.31,29.0,100800.0
20060321:1900,3.75,57.95,0.0,-0.0,0.0,296.65,3.38,23.0,100850.0
20060321:2000,3.12,60.15,0.0,-0.0,0.0,284.85,3.52,23.0,100860.0
20060321:2100,2.5,62.5,0.0,-0.0,0.0,276.75,3.59,24.0,100890.0
20060321:2200,1.68,70.1,0.0,-0.0,0.0,255.85,3.52,26.0,100920.0
20060321:2300,0.96,72.85,0.0,-0.0,0.0,246.95,3.24,28.0,100960.0
20060322:0000,0.23,78.65,0.0,-0.0,0.0,237.85,3.1,29.0,100980.0
20060322:0100,-0.49,85.05,0.0,-0.0,0.0,228.85,3.03,29.0,100980.0
20060322:0200,-1.0,88.4,0.0,-0.0,0.0,226.6,2.9,29.0,100970.0
20060322:0300,-1.37,85.0,0.0,-0.0,0.0,223.3,2.9,29.0,100960.0
20060322:0400,-1.57,85.0,0.0,-0.0,0.0,224.3,2.83,32.0,100960.0
20060322:0500,-1.69,84.95,0.0,-0.0,0.0,228.35,2.48,35.0,100970.0
20060322:0600,-1.97,84.95,37.0,303.32,17.0,222.55,2.14,39.0,101020.0
20060322:0700,-0.96,88.4,196.0,607.82,59.0,223.7,2.0,43.0,101050.0
20060322:0800,1.17,78.8,354.0,718.75,88.0,220.8,2.55,48.0,101080.0
20060322:0900,2.74,65.0,473.0,693.67,133.0,225.85,3.52,52.0,101090.0
20060322:1000,3.69,57.95,556.0,661.59,174.0,242.85,4.0,51.0,101080.0
20060322:1100,4.38,53.65,591.0,603.94,213.0,266.1,3.79,49.0,101080.0
20060322:1200,4.94,51.7,591.0,580.4,224.0,270.15,3.66,46.0,101080.0
20060322:1300,5.29,51.8,522.0,467.92,243.0,272.3,3.66,42.0,101050.0
20060322:1400,5.48,49.95,463.0,519.09,193.0,272.5,3.79,40.0,101040.0
20060322:1500,5.37,49.8,384.0,669.64,110.0,274.8,3.86,40.0,101040.0
20060322:1600,4.95,51.7,202.0,350.67,107.0,264.75,3.86,40.0,101030.0
20060322:1700,4.3,53.65,75.0,348.48,35.0,264.35,3.38,39.0,101060.0
20060322:1800,2.89,60.05,0.0,-0.0,0.0,248.65,3.17,37.0,101090.0
20060322:1900,2.11,62.35,0.0,-0.0,0.0,249.05,3.38,36.0,101050.0
20060322:2000,1.17,67.3,0.0,-0.0,0.0,234.35,3.38,40.0,101070.0
20060322:2100,0.28,72.65,0.0,-0.0,0.0,224.3,3.31,44.0,101090.0
20060322:2200,-0.38,75.55,0.0,-0.0,0.0,223.7,3.1,46.0,101120.0
20060322:2300,-0.93,78.5,0.0,-0.0,0.0,221.6,3.03,49.0,101130.0
20060323:0000,-1.26,78.5,0.0,-0.0,0.0,222.15,2.97,54.0,101120.0
20060323:0100,-1.5,78.5,0.0,-0.0,0.0,219.55,2.9,58.0,101130.0
20060323:0200,-1.73,81.65,0.0,-0.0,0.0,218.7,2.83,62.0,101110.0
20060323:0300,-1.95,81.65,0.0,-0.0,0.0,217.3,2.83,65.0,101070.0
20060323:0400,-2.13,84.85,0.0,-0.0,0.0,215.75,2.83,68.0,101060.0
20060323:0500,-2.27,81.55,0.0,-0.0,0.0,215.6,2.83,71.0,101040.0
20060323:0600,-2.35,81.55,39.0,249.47,21.0,214.8,2.69,73.0,101080.0
20060323:0700,-1.22,78.5,196.0,565.76,65.0,216.55,2.62,77.0,101120.0
20060323:0800,0.82,75.7,362.0,728.49,88.0,219.05,3.38,84.0,101130.0
20060323:0900,2.77,67.6,505.0,812.47,102.0,222.95,3.72,89.0,101150.0
20060323:1000,4.55,58.2,609.0,850.67,113.0,227.6,4.0,93.0,101110.0
20060323:1100,5.97,51.95,666.0,863.24,121.0,231.85,4.34,100.0,101090.0
20060323:1200,7.02,46.55,680.0,889.34,113.0,234.95,4.69,103.0,101020.0
20060323:1300,7.8,44.85,622.0,824.92,126.0,238.05,4.83,104.0,100930.0
20060323:1400,8.3,45.0,532.0,796.24,114.0,240.55,4.62,108.0,100880.0
20060323:1500,8.5,43.4,408.0,765.98,91.0,242.3,4.34,111.0,100850.0
20060323:1600,8.32,45.0,241.0,598.94,76.0,243.65,4.07,109.0,100800.0
20060323:1700,7.3,50.35,74.0,276.61,41.0,242.85,3.79,98.0,100730.0
20060323:1800,5.54,54.05,0.0,-0.0,0.0,241.15,3.93,96.0,100680.0
20060323:1900,5.08,51.8,0.0,-0.0,0.0,242.3,4.28,101.0,100570.0
20060323:2000,4.54,53.8,0.0,-0.0,0.0,250.8,4.41,107.0,100520.0
20060323:2100,4.16,55.85,0.0,-0.0,0.0,257.75,4.34,112.0,100450.0
20060323:2200,3.95,58.05,0.0,-0.0,0.0,269.2,4.21,118.0,100410.0
20060323:2300,3.78,60.3,0.0,-0.0,0.0,278.85,4.07,118.0,100350.0
20060324:0000,3.69,62.7,0.0,-0.0,0.0,290.85,4.07,118.0,100250.0
20060324:0100,3.51,62.7,0.0,-0.0,0.0,289.8,4.0,117.0,100180.0
20060324:0200,3.52,65.2,0.0,-0.0,0.0,298.8,3.93,115.0,100060.0
20060324:0300,3.36,70.4,0.0,-0.0,0.0,291.85,4.0,112.0,99940.0
20060324:0400,3.22,70.4,0.0,-0.0,0.0,286.6,4.14,111.0,99820.0
20060324:0500,3.17,73.2,0.0,-0.0,0.0,286.6,4.28,110.0,99700.0
20060324:0600,3.36,76.1,29.0,63.81,24.0,293.6,4.21,113.0,99660.0
20060324:0700,4.61,73.45,94.0,29.45,87.0,298.4,4.0,126.0,99610.0
20060324:0800,5.96,76.5,0.0,0.0,0.0,316.05,3.52,127.0,99550.0
20060324:0900,7.49,73.95,87.0,0.0,87.0,323.55,3.93,135.0,99540.0
20060324:1000,8.05,76.85,114.0,0.0,114.0,335.95,3.86,145.0,99520.0
20060324:1100,8.3,85.9,144.0,0.0,144.0,345.25,3.52,156.0,99490.0
20060324:1200,8.78,89.1,201.0,0.0,201.0,346.2,2.97,163.0,99490.0
20060324:1300,10.78,89.25,100.0,0.0,100.0,335.2,2.76,173.0,99460.0
20060324:1400,12.7,83.25,82.0,0.0,82.0,328.6,2.41,180.0,99450.0
20060324:1500,13.6,77.6,164.0,14.34,158.0,332.5,2.41,175.0,99450.0
20060324:1600,13.27,83.25,187.0,249.97,117.0,339.85,2.28,165.0,99430.0
20060324:1700,12.47,86.2,67.0,177.7,45.0,331.9,2.48,165.0,99460.0
20060324:1800,11.1,89.3,0.0,-0.0,0.0,317.95,2.9,181.0,99500.0
20060324:1900,10.31,95.9,0.0,-0.0,0.0,331.5,2.83,160.0,99550.0
20060324:2000,9.75,92.45,0.0,-0.0,0.0,314.5,2.9,171.0,99570.0
20060324:2100,9.39,92.45,0.0,-0.0,0.0,316.2,2.9,187.0,99600.0
20060324:2200,8.97,92.45,0.0,-0.0,0.0,311.2,2.9,200.0,99630.0
20060324:2300,8.88,92.45,0.0,-0.0,0.0,326.3,2.76,204.0,99660.0
20060325:0000,8.63,92.45,0.0,-0.0,0.0,318.35,2.9,209.0,99690.0
20060325:0100,8.47,95.85,0.0,-0.0,0.0,317.1,3.03,219.0,99760.0
20060325:0200,8.43,95.85,0.0,-0.0,0.0,317.4,3.31,229.0,99800.0
20060325:0300,8.25,92.4,0.0,-0.0,0.0,301.1,3.59,235.0,99870.0
20060325:0400,7.99,95.8,0.0,-0.0,0.0,287.95,3.66,234.0,99910.0
20060325:0500,8.23,92.4,0.0,-0.0,0.0,319.5,3.72,228.0,99980.0
20060325:0600,8.74,92.45,23.0,11.83,22.0,350.5,3.86,223.0,100060.0
20060325:0700,9.35,92.45,73.0,4.1,72.0,349.1,4.28,220.0,100110.0
20060325:0800,9.9,92.45,86.0,0.0,86.0,352.6,4.48,228.0,100200.0
20060325:0900,10.57,89.25,260.0,59.09,230.0,353.4,4.97,232.0,100290.0
20060325:1000,11.62,86.15,353.0,111.05,287.0,346.2,4.69,230.0,100340.0
20060325:1100,12.38,83.15,431.0,180.65,315.0,334.8,5.03,237.0,100400.0
20060325:1200,12.75,74.7,398.0,123.48,318.0,328.8,5.59,243.0,100450.0
20060325:1300,13.51,69.55,520.0,463.03,237.0,317.75,6.0,244.0,100500.0
20060325:1400,13.92,60.2,378.0,241.34,249.0,315.05,6.21,243.0,100530.0
20060325:1500,14.04,60.2,192.0,35.45,177.0,330.35,5.03,238.0,100530.0
20060325:1600,13.84,60.2,71.0,0.0,71.0,338.85,4.21,225.0,100540.0
20060325:1700,13.0,64.55,26.0,0.0,26.0,342.15,4.21,209.0,100530.0
20060325:1800,12.42,69.35,0.0,-0.0,0.0,359.55,4.69,202.0,100560.0
20060325:1900,11.93,80.15,0.0,-0.0,0.0,363.85,4.41,200.0,100520.0
20060325:2000,11.78,86.15,0.0,-0.0,0.0,365.2,4.41,200.0,100530.0
20060325:2100,11.67,92.55,0.0,-0.0,0.0,366.75,4.48,203.0,100510.0
20060325:2200,11.76,95.9,0.0,-0.0,0.0,368.45,4.83,207.0,100480.0
20060325:2300,12.14,95.95,0.0,-0.0,0.0,369.25,5.45,213.0,100450.0
